Date,rs_korea
2022-10-24,56.33297176951017
2022-10-25,55.42052499254493
2022-10-26,56.20326290812023
2022-10-27,57.490135565413766
2022-10-28,55.654172673268256
2022-10-31,56.682123930179365
2022-11-01,57.96407624947405
2022-11-02,59.49822145560065
2022-11-03,59.919143031581356
2022-11-04,59.55738540124935
2022-11-07,59.579906838171816
2022-11-08,59.9410268596982
2022-11-09,61.84911721767866
2022-11-10,58.090951497896285
2022-11-11,59.4724043017253
2022-11-14,59.77709329744576
2022-11-15,59.4076019291689
2022-11-16,59.79479250029068
2022-11-17,59.14187445319823
2022-11-18,58.912633820713886
2022-11-21,58.523404893216316
2022-11-22,57.40668790895015
2022-11-23,57.34935021087447
2022-11-25,57.833089880919786
2022-11-28,58.057543150063076
2022-11-29,58.764060199690704
2022-11-30,57.88581344867178
2022-12-01,58.099717805296805
2022-12-02,57.09934020398472
2022-12-05,57.78681428617226
2022-12-06,57.99799365279434
2022-12-07,57.84556283126974
2022-12-08,57.1133850165771
2022-12-09,57.97912412154928
2022-12-12,56.77183086116224
2022-12-13,56.33058828792188
2022-12-14,57.334682586013386
2022-12-15,57.8346471734875
2022-12-16,58.5020591368782
2022-12-19,58.80612676499345
2022-12-20,58.25439620594559
2022-12-21,57.28941019484065
2022-12-22,58.81179296137775
2022-12-23,57.40751135519463
2022-12-27,58.1105944574613
2022-12-28,57.52165451459861
2022-12-29,55.41308869857438
2023-01-03,55.35223984649639
2023-01-04,55.851625946158975
2023-01-05,56.71356116453615
2023-01-06,56.06203926631076
2023-01-09,57.568948440017245
2023-01-10,57.19527865078624
2023-01-11,56.678369494457336
2023-01-12,56.606075608580085
2023-01-13,56.88775580314586
2023-01-17,56.83212029516932
2023-01-18,57.475132073853615
2023-01-19,58.19045775595736
2023-01-20,57.484326395162114
2023-01-25,57.632980950736204
2023-01-26,57.947261784670864
2023-01-27,58.17438033212105
2023-01-30,58.117851360549956
2023-01-31,56.68227005514145
2023-02-01,56.65790054153026
2023-02-02,56.27990946584087
2023-02-03,57.14997080368354
2023-02-06,56.52285906341463
2023-02-07,56.1025366028864
2023-02-08,57.461511432959824
2023-02-09,57.914547879786646
2023-02-10,57.50518108830905
2023-02-13,56.446037681086025
2023-02-14,56.76996691723238
2023-02-15,55.720085643429975
2023-02-16,57.60518980553705
2023-02-17,57.18327510843939
2023-02-21,58.5384120478362
2023-02-22,57.63511839876111
2023-02-23,57.83786271239666
2023-02-24,58.09133207196611
2023-02-27,57.39322515309061
2023-02-28,57.85093592756523
2023-03-02,57.98376145025767
2023-03-03,57.167704600327404
2023-03-06,57.84573976570323
2023-03-07,58.76367196011025
2023-03-08,57.919123595792875
2023-03-09,58.69674558268183
2023-03-10,58.9529317974356
2023-03-13,59.431794289335336
2023-03-14,56.97061586889186
2023-03-15,58.07966224211833
2023-03-16,57.03480809445396
2023-03-17,58.14108278328778
2023-03-20,57.19097009841123
2023-03-21,56.66686051733605
2023-03-22,58.34015044729076
2023-03-23,58.36388107861325
2023-03-24,57.75571560305486
2023-03-27,57.51091215781648
2023-03-28,58.25562980513348
2023-03-29,57.63278859127989
2023-03-30,57.5139327751596
2023-03-31,57.26249041300585
2023-04-03,56.941010554870296
2023-04-04,57.44790999992263
2023-04-05,57.94006077146604
2023-04-06,56.88269601554791
2023-04-10,58.045549367102545
2023-04-11,58.85649130761966
2023-04-12,59.161848489164306
2023-04-13,58.638578219893056
2023-04-14,59.00773617144568
2023-04-17,58.89782407286711
2023-04-18,58.74930360819606
2023-04-19,58.850417399487995
2023-04-20,58.8982706656539
2023-04-21,58.42292809525856
2023-04-24,57.882665513607364
2023-04-25,58.012665979005305
2023-04-26,58.16135344375327
2023-04-27,57.278061255141154
2023-04-28,56.923477104019405
2023-05-02,58.15534003641618
2023-05-03,58.02400410627947
2023-05-04,58.42717006241679
2023-05-08,57.63127338135878
2023-05-09,57.81257439259551
2023-05-10,57.2330665126236
2023-05-11,57.20651364408701
2023-05-12,56.92329754212082
2023-05-15,56.81764442065011
2023-05-16,57.220425745506546
2023-05-17,56.86284634203515
2023-05-18,56.78853502903504
2023-05-19,57.377515605468176
2023-05-22,57.790170824022844
2023-05-23,58.68541452167467
